description,mcc,category_name,description,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3287,Aero Coach Aviation,Bu MCC belirtilen özel havayolu _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3288,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3289,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3290,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3291,RFU (Reserved For Future Use), ,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3292,Cypus Airways,Bu MCC belirtilen özel havayolu _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3293,Ecuatoriana,Bu MCC belirtilen özel havayolu _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3294,Ethiopian Airlines,Bu MCC belirtilen özel havayolu _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3295,Kenya Airways,Bu MCC belirtilen özel havayolu _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3296,AirBerlin,Bu MCC belirtilen özel havayolu _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3297,Tarom Romanian Air Transport,Bu MCC belirtilen özel havayolu _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3298,Air Mauritius,Bu MCC belirtilen özel havayolu _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,3299,Wideroe's Flyveselskap,Bu MCC belirtilen özel havayolu _irketi için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 04 - HAVAYOLLARI,4511,Havayolları  ve Hava Ta_ımacılı_ı (Ba_ka Yerde Sınıflandırılmayan),"Bu MCC, özel bir MCC'ye sahip olmayan havayolları ve hava ta_ımacılık _irketleri için kullanılmalıdır. ",,,,,,,,,,,,,,,,,,,,,,
 05 - SEYAHAT ACENTELER_/TA_IMACILIK,4011,Demiryolları - Yük Ta_ımacılı_ı,"Bu MCC altında sınıflandırılan i_yerleri yük ta_ımacılı_ı i_leri ile i_tigal eden demiryollarıdır. Yolcu ta_ımacılı_ı yapan demiryolları için MCC 4112  Demiryolları - Yolcu Ta_ımacılı_ı  kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 05 - SEYAHAT ACENTELER_/TA_IMACILIK,4111,Yerel ve Banliyö Yolcu Ta_ımacılı_ı - Feribotlar Dahil,"Bu MCC altında sınıflandırılan i_yerleri düzenli güzergahlar üzerinde ve düzenli tarifeler içerisinde merkez ve banliyölere toplu yolcu ta_ımacılı_ı ve ula_tırma i_leri yapar. Demiryolu ile çalı_anların ula_ımı ve ta_ımacılı_ı bu kategoriye dahildir. Taksi ve _oförlü limuzinler için MCC 4121, otobüs hatları için ise MCC 4131 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 05 - SEYAHAT ACENTELER_/TA_IMACILIK,4112,Demiryolları - Yolcu Ta_ımacılı_ı,"Bu MCC altında sınıflandırılan i_yerleri esas olarak uzun mesafeli yolcu ula_ımı sa_layan demiryollarıdır. Bu uzun mesafeli yolculuk esnasında trende geceleme içerebilir veya içermeyebilir. Yük ta_ımacılı_ı ile i_tigal eden demiryolları için MCC 4011 kullanuılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 05 - SEYAHAT ACENTELER_/TA_IMACILIK,4121,Taksiler ve _oförlü  Limuzinler,Bu MCC altında sınıflandırılan i_yerleri otomobil ile ula_ım hizmetleri sa_lar. Tarifeli seferler de_ildir ve önceden belirlenmi_ sabit bir güzergahları bulunmamaktadır.,,,,,,,,,,,,,,,,,,,,,,
 05 - SEYAHAT ACENTELER_/TA_IMACILIK,4131,Otobüs Hatları,"Bu MCC altında sınıflandırılan i_yerleri önceden belirlenen güzergahlarda yolcu otobüs ula_ım hizmetleri sa_lar. Charter ve tur otobüsü operatörleri  için MCC 4722  kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 05 - SEYAHAT ACENTELER_/TA_IMACILIK,4214,"Motorlu  Yük Ta_ıyıcıları ve Nakliyeciler - Yerel ve Uzun Mesafe Nakliye ve Depolama _irketleri, Yerel Teslimat Hizmetleri","Bu MCC altında sınıflandırılan i_yerleri yerel veya uzun mesafeli nakliye hizmetleri sa_lar ve depolama hizmetleri sa_layabilir veya sa_lamayabilir. Nakliye servisi olmaksızın ev e_yalarının saklanması veya depolanması sözkonusu ise MCC 4225  kullanılmalıdır. Koli, ürün ve paketler için kurye hizmetleri sa_layan i_yerleri için ise MCC 4215 kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 05 - SEYAHAT ACENTELER_/TA_IMACILIK,4215,"Kurye Hizmetleri  - Hava, Yer ve Yük Nakliyecileri","Bu MCC altında sınıflandırılan i_yerleri mektup, koli ve paketleri adrese teslim eder. Bu MCC, devletin i_letti_i posta hizmetlerini içermez (MCC 9402). Yük nakliye ve teslimat hizmetleri tedarik eden i_yerleri  için MCC 4214  kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 05 - SEYAHAT ACENTELER_/TA_IMACILIK,4411,Seyahat Gemileri(Kruvaziyerler),"Bu MCC altında sınıflandırılan i_yerleri tatil veya e_lence amaçlı olarak, açık denizlerde veya iç sularda yolcu ta_ımacılı_ı yapar. Tipik olarak, bu i_yerleri bilet ücretine dahil olarak yemek, e_lence ve konaklama hizmeti sunar, önceden belirlenen ve reklamla ilan edilen güzergahlar üzerinde çalı_ırlar. ",,,,,,,,,,,,,,,,,,,,,,
 05 - SEYAHAT ACENTELER_/TA_IMACILIK,4582,"Hava Limanları, Uçu_ Pistleri ve Havaalanı Terminal Binaları","Bu MCC altında sınıflandırılan i_yerleri hava limanları, hava alanları i_letirler ve bakım hizmeti sunarlar.Uçak temizleme ve bakım hizmetleri, uçak servis ve tamiri, hava limanı hangar kiralama i_leri yapan i_yerleri de dahildir.  Hava limanı terminali içinde gıda, gazete ve/veya hediyelik e_ya ve hatıra e_yaları satan i_yerleri o i_yeri için uygun olanMCC'lerden biri (MCC 5812, MCC 5894  ya da MCC 5947 ) kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 05 - SEYAHAT ACENTELER_/TA_IMACILIK,4722,Seyahat Acentaları ve Tur Operatörleri,"Seyahat Acentelerinin esas i_i seyahat bilgileri vermek ve rezervasyon hizmetleri sa_lamaktır. Hava, deniz ve karayolu ile yolculuk yapanlar adına rezervasyon, bilet kesme i_lemlerini gerçekle_tirirler ve/veya konaklama yerlerini ayarlarlar. Bu i_yerleri hava ta_ımacılı_ı, turlar, kruvaziyerler, oto kiralama, tren ta_ımacılı_ı ve konaklama hizmeti veren kurulu_ların acentesi gibi hareket ederler.Bu MCC, bir seyahat acentesi aracılı_ıyla veya do_rudan tüketicilere yönelik turlar düzenleyen ve birle_tiren tur operatörlerini de kapsar. Tur paketleri ve günlük geziler yolcu tarafından otel hizmetleri görevlisi veya bilet satı_ noktası aracılı_ıyla da satın alınabilir. Otobüs charter ve tur otobüsü operatörleri de bu MCC'ye dahildir.",,,,,,,,,,,,,,,,,,,,,,
 05 - SEYAHAT ACENTELER_/TA_IMACILIK,4784,Otoyol ve Köprü Ücretleri,"Bu MCC altında sınıflandırılan i_yerleri yol, otoban ücreti ve köprü geçi_ ücreti tahsil ederler.",,,,,,,,,,,,,,,,,,,,,,
 05 - SEYAHAT ACENTELER_/TA_IMACILIK,4789,Ta_ımacılık Hizmetleri  -Ba_ka Yerde Sınıflandırılmayan,"Bu MCC'ye dahil olan i_ yerleri ba_ka bir ba_lık altında sınıflandırılmayan yolcu ta_ımacılı_ı hizmetlerini sunmaktadır. Atla çekilen arabalar ve at arabaları, bisiklet-taksiler, tramvaylar, havalimanı yolcu ta_ıma servisleri ve teleferikler bu MCC'ye dahildir. Feribot hizmetleri için MCC 4111, otobüs ile ula_ım  için MCC 4131,  kruvaziyerler için MCC 4411, demiryolu yolcu ta_ımacılı_ı için MCC 4112,taksi ve limuzin hizmetleri için MCC 4121   kullanılmalıdır.",,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3501,Holidey Inns,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3502,Best Western Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3503,Sheraton Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3504,Hilton Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3505,Forte Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3506,Golden Tulip Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3507,Friendship Inns,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3508,Quality Inns,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3509,Marriott,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3510,Day Inns,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3511,Arabella Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3512,Intercontinental Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3513,Westin,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3514,Amerisuites,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3515,Rodeways Inns,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3516,Laquinta Inns,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3517,Americana Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3518,Sol Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3519,Pullman Internationel Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3520,Meridien Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3521,Royal Lahaina Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3522,Tokyo Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3523,Peninsula Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3524,Welcomgroup Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3525,Dunfey Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3526,Prince Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3527,Downtowner - Passport Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3528,Red Lion Inns,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3529,Canadian Pacific  Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3530,Renaissance Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3531,Kauai Coconut  Beach Resort        ,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3532,Royal Kona Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3533,Hotels Ibis,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3534,Southern Pacific Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3535,Hilton Internationals,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3536,Amfac Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3537,Ana Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3538,Concorde Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3539,Summerfield Suites Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3540,Iberotel Giteks,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3541,Hotel Okura,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3542,Royal Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3543,Four Seasons Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3544,Ciga Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3545,Shangri - La International,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3546,Hotel Sierra,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3547,Breakers Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3548,Hotels Melia,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3549,Auberge Des Governeures,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3550,Regal & Inns,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3551,Mirage Hotel Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3552,Coast Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3553,Park Inns International,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3554,Pinehurst resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3555,Tressure Island Hotel and Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3556,Barton Creek Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3557,Manhattan East Suite Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3558,Jolly Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3559,Candlewood Suites,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3560,Aladdin Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3561,Golden Nugget,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3562,Comfort Inns,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3563,Journey's End Motels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3564,Sam's Town Hotels and Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3565,Relax Inns,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3566,Garden Palace Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3567,Soho Grand Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3568,Ladbroke Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3569,Tribeca Grand Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3570,Forum Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3571,Grand Wailea Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3572,Miyako Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3573,Sandman Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3574,Venture Inn,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3575,Vagabond Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3576,La Quinta Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3577,Mandarin Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3578,Frankenmuth Bavarian,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3579,Hotel Mercure,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3580,Hotel Del Coronado,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3581,Delta Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3582,California Hotel and Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3583,Sas Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3584,Princess Hotel International,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3585,Hungar Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3586,Sokos Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3587,Doral Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3588,Helmsley Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3589,Doral Golf Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3590,Fairmont Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3591,Sonesta Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3592,Omni Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3593,Cunard Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3594,Arizona Biltmore,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3595,Hospitality Inns,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3596,Wynn Las Vegas,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3597,Riverside Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3598,Regent International Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3599,Pannonia Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3600,Saddlebrook Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3601,Tradewinds Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3602,Hudson Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3603,Noah's Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3604,Hilton garden Inn,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3605,Jurys Dyle Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3606, Jefferson Hotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3607,Fontainebleau Resort,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3608,Gaylord Opryland,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3609,Gaylord Palms,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3610,Gaylord Texan,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3611,C Mon Inn,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3612,Moevenpick Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3613,Microtel Inns,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3614,AmericInn,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3615,Travelodge,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3616,Hermitage Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3617,America's Best Value Inn,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3618,Great Wolf,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3619,Aloft Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3620,Binion's Horseshoe Club,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3621,Extended Stay,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3622,Merlin Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3623,Dorint Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3624,Lady Luck Hotel and Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3625,Hotel Universale,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3626,Stuido Plus,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3627,Extended Stay America,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3628,Excalibur Hotel and Casino,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3629,Dan Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3630,Extended Stay Deluxe,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3631,Sleep Inns,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3632,The Phoenician,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3633,Rank Hotels,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
 06 - KONAKLAMA,3634,Swissotel,Bu MCC belirtilen otel için kullanılmaktadır.,,,,,,,,,,,,,,,,,,,,,,
